fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
9.22,0.416,0.09,0.9,0.06,18.0,25.6,0.998,3.6,0.7,9.89,6
10.73,0.402,0.43,0.9,0.092,22.4,40.3,0.9953,3.24,1.05,10.14,6
5.53,0.785,0.37,3.79,0.164,19.8,20.8,0.9954,3.48,0.59,11.14,5
11.53,0.875,0.17,3.7,0.036,12.3,63.5,0.9967,3.46,0.39,9.42,4
5.63,0.551,0.57,2.46,0.049,1.0,2.0,0.999,3.36,0.61,11.31,5
6.26,0.482,0.0,2.06,0.057,18.2,19.2,0.9969,3.29,0.67,10.51,5
7.24,0.422,0.59,0.9,0.068,30.4,38.4,0.9995,3.34,0.88,10.8,7
10.52,0.53,0.33,0.9,0.086,22.0,23.0,0.9988,3.4,0.57,9.78,6
8.68,0.431,0.0,1.7,0.132,4.7,40.1,0.9963,3.33,0.74,9.56,6
7.89,0.513,0.57,0.9,0.109,27.4,35.7,0.9937,3.07,0.41,8.4,5
6.95,0.604,0.45,0.9,0.09,12.7,13.7,0.9963,3.04,0.84,11.99,6
5.96,0.457,0.19,3.02,0.1,1.0,30.2,0.9977,3.54,0.67,11.41,5
10.23,0.496,0.09,8.57,0.116,26.6,56.9,0.9968,2.91,0.61,11.12,5
9.66,0.497,0.0,1.38,0.012,6.0,7.0,0.9979,3.34,1.02,10.77,5
10.6,0.473,0.73,1.31,0.137,34.6,50.3,0.9983,3.27,0.84,8.4,4
8.97,0.451,0.09,1.72,0.048,28.0,56.5,0.9977,3.33,0.48,9.6,5
4.6,0.667,0.03,0.9,0.066,13.5,36.4,0.9962,3.14,0.64,10.13,6
6.18,0.211,0.32,1.99,0.103,20.7,44.1,0.9977,3.36,1.13,9.24,6
9.09,0.813,0.0,2.55,0.083,41.4,94.9,1.0009,3.34,1.0,8.59,5
7.67,0.554,0.08,0.9,0.11,26.4,99.3,0.9939,3.72,0.82,9.35,6
7.35,0.64,0.46,1.55,0.094,18.4,42.1,0.9976,3.33,0.35,10.45,5
6.42,0.661,0.36,4.17,0.073,46.2,49.8,1.0002,3.51,0.89,10.45,6
9.91,0.403,0.2,0.9,0.159,17.1,42.4,0.9945,3.09,0.55,11.37,5
9.08,0.365,0.27,2.86,0.12,22.0,55.9,0.9986,3.46,0.88,12.61,7
9.15,0.344,0.19,1.89,0.101,6.1,35.0,0.9989,3.34,0.54,11.13,6
7.22,0.486,0.26,0.9,0.12,1.0,43.2,0.9939,3.35,0.74,10.21,6
8.6,0.656,0.13,1.13,0.054,12.9,87.1,0.9981,3.35,0.55,12.33,6
6.03,0.425,0.16,1.15,0.189,16.3,17.3,0.9962,3.57,0.6,8.71,5
8.08,0.639,0.15,0.9,0.036,19.4,39.2,0.9966,3.35,0.77,8.4,5
4.6,0.12,0.13,1.97,0.092,1.0,61.8,0.9961,3.19,0.44,9.45,5
5.63,0.461,0.47,0.9,0.074,22.8,42.4,0.9992,3.22,1.06,11.27,7
7.75,0.74,0.42,6.85,0.072,7.2,53.0,0.9965,3.43,0.49,10.58,5
12.34,0.499,0.09,1.26,0.066,22.3,64.9,0.9958,3.38,0.48,9.19,5
5.24,0.381,0.04,1.48,0.051,25.7,80.5,0.9959,3.08,,9.62,7
6.19,0.412,0.24,0.9,0.143,11.7,80.0,0.9961,3.39,0.88,9.07,6
8.67,0.12,0.68,0.9,0.03,5.8,42.4,0.9946,3.15,0.6,9.07,5
11.31,0.348,0.07,3.63,0.133,32.1,33.1,0.9958,3.38,0.48,12.06,6
8.64,0.72,0.24,1.6,0.117,25.1,41.1,0.9969,3.19,0.5,10.25,6
9.49,0.425,0.29,0.92,0.069,17.5,91.2,0.9975,3.27,0.48,12.29,6
7.73,0.446,0.25,6.46,0.112,31.3,33.0,0.999,3.23,0.71,9.45,5
7.43,0.12,0.18,3.08,0.08,16.8,56.7,0.9972,3.54,0.65,10.93,6
8.44,0.236,0.49,1.28,0.035,9.4,10.4,0.9958,3.37,0.73,10.64,6
7.18,0.744,0.36,4.62,0.036,5.4,8.4,0.9948,3.5,0.72,11.34,5
9.53,0.641,0.43,3.06,0.118,14.8,62.5,0.9973,3.74,0.8,10.67,6
5.57,0.296,0.38,1.81,0.115,24.0,54.7,0.9965,3.32,0.59,11.45,6
9.81,0.416,0.44,4.51,0.098,30.5,53.0,0.9965,3.54,0.53,10.99,6
8.37,0.525,0.57,1.66,0.069,16.1,29.9,0.9972,3.21,0.69,9.23,5
7.93,0.315,0.52,0.98,0.078,28.6,29.6,0.9977,3.5,0.65,11.18,6
5.51,0.169,0.71,3.62,0.072,13.7,57.5,0.9972,3.19,0.7,10.29,6
6.63,0.501,0.5,1.13,0.012,7.7,32.0,0.9964,3.31,0.54,9.57,6
10.34,0.633,0.14,2.6,0.09,2.2,3.2,0.9952,3.39,0.77,11.14,6
7.95,0.637,0.43,3.17,0.112,10.6,41.2,0.9955,3.41,0.46,11.39,5
8.77,0.688,0.4,13.29,0.09,2.6,44.2,0.9983,3.12,0.59,9.88,6
6.8,0.25,0.63,5.2,0.17,37.0,63.0,0.9959,3.18,0.85,10.02,6
8.25,0.54,0.09,0.9,0.04,20.5,52.8,0.9941,3.4,0.47,8.92,5
5.97,0.482,0.38,0.9,0.056,14.9,45.7,0.9989,3.25,0.84,8.47,6
8.47,0.514,0.14,4.17,0.093,34.0,49.8,0.9949,3.1,0.42,10.14,5
8.93,0.492,0.37,1.18,0.098,2.2,33.3,0.9968,3.3,0.39,11.25,5
8.85,0.411,0.23,0.9,0.012,14.5,59.2,0.9976,3.29,0.41,9.79,6
6.76,0.12,0.36,2.77,0.115,36.9,87.6,0.9967,3.34,0.68,11.93,6
7.72,0.739,0.0,3.71,0.099,14.4,60.2,0.992,3.39,0.78,10.18,6
9.21,0.589,0.42,0.9,0.012,41.6,58.1,0.9974,3.38,0.88,10.18,5
7.94,0.263,0.31,2.08,0.082,24.1,66.9,0.9992,3.19,0.87,10.09,6
7.81,0.615,0.3,3.55,0.049,29.6,68.9,0.9982,3.25,0.81,11.45,6
11.54,0.449,0.64,0.9,0.066,29.9,45.7,0.9927,3.45,0.52,9.37,6
6.68,0.455,0.2,0.9,0.024,15.9,36.6,1.0007,3.23,0.52,10.26,5
10.14,0.392,0.34,0.9,0.107,10.8,54.4,0.9942,3.25,0.79,9.81,5
6.34,0.627,0.29,2.95,0.17,14.7,72.2,0.9947,3.08,0.9,9.8,6
9.41,0.386,0.31,0.9,0.099,5.5,6.5,0.9982,3.31,0.48,10.44,6
9.5,0.333,0.69,1.94,0.012,15.2,78.0,0.9976,3.36,0.88,10.28,7
7.43,0.734,0.28,1.24,0.1,15.9,69.1,0.9969,3.01,0.33,11.53,6
6.23,0.498,0.16,1.69,0.078,33.6,67.6,0.9956,3.15,0.73,10.39,6
4.95,0.503,0.63,0.9,0.035,22.1,47.3,0.9992,3.1,0.64,10.99,6
7.25,0.655,0.21,1.1,,40.7,78.5,0.9966,3.43,0.63,10.58,5
9.19,0.41,0.0,1.56,0.128,1.0,18.2,0.9937,3.02,0.67,11.9,5
6.47,0.446,0.13,0.9,0.056,3.1,29.6,0.999,3.3,0.51,10.08,5
8.46,0.585,0.03,0.9,0.012,12.2,13.2,0.9971,3.42,0.74,10.08,6
5.79,0.253,0.0,7.41,0.012,31.6,32.6,0.9988,3.34,0.67,11.2,6
7.9,0.57,0.2,0.9,0.056,14.7,91.4,0.9978,3.24,0.82,10.06,5
6.35,0.394,0.26,4.4,0.08,1.0,32.3,1.0012,3.36,0.93,10.93,6
8.17,0.684,0.49,2.43,0.063,13.3,47.4,0.9961,3.47,0.68,12.9,7
7.45,0.628,0.39,0.9,0.055,3.3,32.7,0.9967,3.29,0.52,9.35,5
6.28,0.605,0.38,0.9,0.114,1.3,14.7,0.9981,2.97,0.47,12.04,5
7.18,0.241,0.1,6.19,0.109,36.9,60.7,0.9961,3.48,0.95,9.87,6
6.71,0.511,0.44,0.9,0.096,12.2,44.0,0.9982,3.37,0.93,11.83,6
6.07,0.318,0.53,2.49,0.125,17.7,43.8,0.9911,3.31,0.81,11.13,7
10.14,0.523,0.34,2.43,0.056,14.9,29.9,0.9966,3.01,0.67,11.04,6
7.69,0.12,0.35,4.19,0.036,13.3,52.8,0.9965,3.27,0.8,10.24,6
4.6,0.253,0.03,2.87,0.062,7.1,40.8,0.9964,3.18,0.88,10.13,7
7.24,0.744,0.47,3.28,0.059,12.6,50.5,0.995,3.13,0.55,9.63,4
9.86,0.596,0.61,1.52,0.012,19.4,63.5,0.9984,3.29,0.67,10.41,5
7.01,0.466,0.33,1.27,0.061,30.8,57.4,0.9957,3.23,0.47,10.2,5
10.85,0.366,0.16,2.41,0.139,25.8,52.5,0.9971,3.24,0.64,10.6,6
6.84,0.335,0.24,1.1,0.125,3.1,62.7,0.9966,3.42,0.92,8.89,7
9.16,0.566,0.19,1.54,0.112,26.3,37.4,0.9977,3.35,0.84,10.42,5
10.06,0.468,0.2,2.08,0.093,20.9,21.9,0.9994,3.24,0.68,11.75,5
9.07,0.808,0.39,0.9,0.155,9.3,50.5,0.9971,3.22,0.33,11.41,5
5.96,0.497,0.32,1.95,0.037,17.8,35.2,0.9983,3.24,0.55,10.42,6
6.7,0.541,0.46,0.9,0.042,21.9,30.4,0.997,3.27,0.68,13.14,7
10.29,0.28,0.34,0.9,0.14,16.4,64.1,0.9957,3.4,0.62,9.78,5
6.93,0.465,0.11,0.9,0.088,20.9,48.0,0.9964,3.15,0.67,10.31,6
9.96,0.562,0.17,0.9,0.055,6.8,11.6,0.9962,3.53,0.7,8.85,6
7.57,0.463,0.16,0.9,0.113,36.8,105.5,0.9978,3.4,0.57,9.97,5
8.54,0.443,0.23,4.32,0.066,1.0,2.0,0.9969,2.9,0.66,12.31,7
5.94,0.589,0.61,1.74,0.048,22.0,50.2,0.9952,3.32,0.63,10.01,6
7.27,0.803,0.64,0.9,0.046,19.8,20.8,0.9963,3.47,0.54,8.77,4
6.81,0.556,0.43,10.13,0.102,22.7,58.1,0.9938,3.37,0.97,11.33,6
8.68,0.736,0.29,0.9,0.097,8.5,25.6,0.9963,3.25,0.58,10.82,5
8.46,0.642,0.01,1.13,0.158,28.2,74.6,0.9967,3.3,0.33,11.29,5
9.09,0.725,0.31,0.9,0.073,14.8,44.4,1.0001,3.34,0.96,10.08,5
7.47,0.42,0.12,2.42,0.073,3.4,60.5,0.9993,3.43,,9.32,5
6.72,0.493,0.58,1.99,0.155,4.4,25.8,0.9947,3.1,0.81,10.2,6
8.61,0.494,0.0,2.53,0.133,17.2,18.2,0.9971,3.22,0.54,10.99,6
6.55,0.628,0.34,1.24,0.094,1.0,35.8,0.9971,3.56,0.76,10.32,6
10.13,0.673,0.1,10.03,0.014,34.8,59.8,0.9963,3.31,0.65,10.82,6
8.11,0.553,0.27,6.45,0.049,26.9,27.9,0.9964,3.54,0.83,9.83,5
7.75,0.688,0.4,4.88,0.037,35.1,44.0,0.996,3.76,0.62,10.85,6
9.09,0.429,0.46,0.9,0.089,34.0,49.2,1.0003,3.24,0.55,10.4,6
8.17,0.689,0.26,2.85,0.063,12.2,73.3,0.9959,3.13,0.7,9.64,4
5.48,0.713,0.41,6.75,0.162,6.8,50.9,0.9973,3.27,0.59,10.55,6
6.5,0.652,0.14,3.83,0.013,1.0,24.0,0.9919,3.47,0.33,9.99,5
10.1,0.554,0.32,0.9,0.032,11.6,51.1,0.9983,3.5,0.56,11.06,5
8.44,0.658,0.46,3.58,0.098,34.4,35.4,0.999,3.65,1.15,11.33,6
5.44,0.369,0.33,1.09,0.112,7.2,25.9,0.9947,3.3,0.35,10.94,6
8.9,0.566,0.17,2.13,0.012,13.7,51.7,0.9957,3.38,0.7,8.65,6
7.35,0.584,0.22,0.9,0.012,10.1,43.4,0.9976,3.2,0.62,9.37,6
6.81,0.291,0.46,0.9,0.075,19.8,39.1,0.9967,2.93,0.97,9.72,6
6.35,0.615,0.06,0.9,0.151,29.4,58.6,0.9976,3.3,0.47,9.55,5
10.0,0.305,0.09,1.66,0.176,1.0,37.8,0.9962,3.14,0.68,9.82,5
4.96,0.453,0.38,0.9,0.068,1.7,31.6,1.0002,3.41,0.78,11.39,6
6.88,0.537,0.19,0.98,0.079,31.5,78.7,0.9954,3.03,0.63,11.15,6
8.5,0.398,0.0,2.75,0.048,23.6,60.0,1.0018,3.2,0.53,9.95,5
10.98,0.545,0.53,3.29,0.117,13.2,53.4,0.9991,3.35,0.66,11.03,6
9.24,0.542,0.06,7.22,0.159,33.8,98.1,0.9983,3.37,0.61,10.75,5
6.86,0.382,0.23,4.09,0.146,1.6,48.1,0.9947,3.3,0.61,10.36,6
10.9,0.632,0.15,0.9,0.086,25.7,90.5,0.9984,3.59,0.82,11.63,6
6.0,0.392,0.21,2.99,0.048,15.2,31.7,0.9978,3.55,0.73,9.69,4
8.75,0.942,0.1,2.21,0.087,22.3,23.3,0.9927,3.21,0.75,10.46,6
9.13,0.51,0.41,1.27,0.152,1.0,28.2,0.994,3.55,0.72,9.28,5
6.8,0.319,0.29,4.33,0.068,13.2,38.7,0.9974,3.57,0.82,9.33,5
9.49,0.353,0.46,1.26,0.012,23.6,82.8,0.9964,3.29,0.88,8.94,5
7.43,0.737,0.15,2.64,0.07,15.2,22.6,0.9957,3.32,0.61,9.35,5
9.48,0.456,0.68,0.9,0.074,29.1,57.5,0.9988,3.3,0.8,10.49,5
5.17,0.285,0.0,2.71,0.012,28.7,66.8,0.995,3.21,0.44,10.08,5
8.87,0.684,0.0,1.52,0.098,5.8,37.8,0.9958,3.23,0.33,10.11,6
7.6,0.455,0.6,1.22,0.111,24.6,51.1,0.9955,3.51,0.97,10.08,6
10.25,0.648,0.36,1.52,0.174,5.5,42.6,0.9977,3.38,0.6,12.3,7
8.23,0.698,0.33,2.08,0.024,16.5,68.0,0.9934,3.23,0.7,9.18,5
10.42,0.579,0.35,5.4,0.121,22.8,83.5,0.9958,3.17,0.45,9.07,5
9.16,0.961,0.38,2.43,0.132,7.1,37.8,0.9934,3.2,0.44,9.5,4
8.08,0.22,0.33,2.52,0.111,24.2,37.8,0.9961,3.29,0.54,10.32,6
9.64,0.383,0.09,0.9,0.04,10.6,71.3,0.9981,3.45,0.77,10.95,6
9.65,0.484,0.43,4.27,0.037,9.8,18.3,0.9981,3.18,0.57,11.06,6
9.1,0.937,0.4,3.38,0.092,23.3,89.1,0.9953,3.45,0.6,11.41,5
4.6,0.854,0.54,0.9,0.091,7.1,64.0,0.9977,3.34,0.53,10.28,5
6.63,0.762,0.61,6.9,0.061,6.6,66.4,0.9963,3.33,0.86,9.98,6
10.65,0.387,0.33,0.97,0.148,26.8,70.5,0.9993,3.46,0.81,12.15,6
6.16,0.408,0.04,0.9,0.068,17.0,18.0,0.9965,3.44,0.58,8.4,5
9.8,0.381,0.61,7.31,0.012,1.0,10.2,0.9911,3.1,0.78,10.47,6
9.5,0.389,0.08,0.9,0.076,24.9,61.0,0.9984,3.15,0.62,10.86,6
7.07,0.799,0.33,2.05,0.11,11.6,28.1,0.9958,3.28,0.6,12.4,6
4.91,0.486,0.22,2.85,0.103,1.2,24.9,0.9962,3.36,0.65,8.62,5
7.33,0.51,0.19,0.9,0.103,1.0,43.3,0.9973,3.51,0.77,9.95,5
11.83,0.669,0.42,4.56,0.157,25.4,52.0,0.994,3.32,0.51,8.95,5
6.83,0.231,0.32,2.63,0.035,6.9,12.5,0.9968,3.57,0.75,8.48,4
6.95,0.539,0.37,2.48,0.067,2.8,50.6,0.9977,3.2,1.08,10.18,6
6.6,0.333,0.12,2.41,0.16,22.6,62.9,0.9974,3.23,0.69,11.29,5
10.37,0.477,0.24,1.96,0.012,24.4,49.4,0.9956,3.26,0.67,11.69,7
7.89,0.424,0.12,3.8,0.084,7.6,51.9,0.9986,3.19,0.65,9.83,5
7.24,0.415,0.23,0.9,0.145,25.5,57.4,0.9948,3.48,0.74,11.11,5
10.7,0.571,0.25,1.51,0.144,37.5,94.1,0.9955,2.89,0.39,10.19,5
9.29,0.57,0.62,1.38,0.118,30.0,63.1,0.9964,3.23,0.95,11.0,6
6.74,0.49,0.22,1.56,0.119,28.4,84.9,0.9973,3.48,0.83,11.64,6
6.22,0.597,0.0,3.38,0.038,19.2,20.2,0.9961,3.26,0.55,10.19,5
10.27,0.374,0.54,2.68,0.152,11.2,50.4,0.999,3.47,0.67,11.55,6
8.33,0.653,0.36,1.7,0.031,15.3,37.4,0.9973,3.64,0.57,9.1,6
5.67,0.493,0.25,2.07,0.033,20.5,33.3,0.9968,3.32,0.71,11.1,6
5.27,0.443,0.19,3.61,0.105,2.7,55.9,0.9972,3.49,0.67,11.51,7
6.4,0.387,0.09,6.14,0.064,7.8,55.6,0.9981,3.67,0.7,11.4,6
6.19,0.487,0.64,0.9,0.097,1.0,2.0,0.9972,3.37,0.49,9.13,6
4.82,0.867,0.28,4.18,0.107,18.4,62.7,0.9933,3.3,0.58,10.18,5
6.43,0.519,0.0,1.15,0.171,16.8,58.7,0.9988,3.45,0.85,10.72,5
6.74,0.324,0.33,4.95,0.107,9.0,24.6,0.9969,3.49,0.57,10.87,5
7.51,0.695,0.5,2.57,0.058,24.5,37.8,0.998,3.3,0.33,10.52,5
11.18,0.445,0.3,0.9,0.119,4.9,5.9,0.9959,3.24,0.63,11.93,6
7.85,0.581,0.1,2.77,0.048,8.7,31.9,0.9932,3.57,1.07,9.01,6
8.02,0.421,0.08,1.31,0.13,24.1,50.5,0.9924,3.27,0.8,10.14,5
9.17,0.761,0.1,0.92,0.09,25.7,71.6,0.9949,3.49,0.56,8.59,4
7.9,0.424,0.56,2.38,0.106,7.5,42.9,0.9977,3.35,0.65,11.06,6
8.98,0.782,0.26,1.43,0.012,18.3,27.1,0.9992,3.58,0.78,10.99,6
8.78,0.341,0.0,0.9,0.012,7.7,42.5,0.9973,3.18,0.36,13.98,7
8.51,0.477,0.34,5.74,0.016,13.8,38.7,0.9947,3.18,0.51,11.5,7
13.0,0.782,0.3,1.59,0.169,17.4,28.7,0.9952,3.44,0.73,10.75,5
9.85,0.56,0.18,0.9,0.033,21.8,22.8,0.9993,3.14,0.93,10.67,6
6.46,0.939,0.08,0.9,0.121,19.2,61.7,0.9942,3.33,0.59,10.06,6
8.93,0.482,0.07,1.48,0.057,18.8,57.7,1.0007,3.54,0.93,10.54,7
6.95,0.576,0.48,7.33,0.076,4.6,45.7,1.0003,3.04,0.53,10.7,6
9.06,0.873,0.32,2.21,0.085,20.0,35.4,1.0008,3.37,0.33,8.4,5
5.96,0.257,0.36,0.9,0.164,21.7,55.1,0.9974,3.49,0.79,10.61,6
6.42,0.235,0.32,0.9,0.114,23.1,25.6,0.9961,3.31,0.75,10.51,5
8.88,0.387,0.33,3.75,0.105,8.3,18.6,0.9974,3.17,0.79,12.28,6
10.0,0.676,0.18,0.9,0.148,25.5,56.2,0.9984,3.27,0.78,10.26,6
9.15,0.24,0.23,4.18,0.057,2.1,37.3,0.9955,3.18,0.69,9.58,6
9.75,0.637,0.49,0.9,0.137,11.4,12.4,0.9946,3.32,0.62,10.69,5
8.94,0.625,0.54,3.72,0.129,13.0,21.9,0.9962,3.27,0.62,10.48,6
8.59,0.893,0.04,0.92,0.129,2.6,25.3,0.9952,3.23,0.58,10.26,5
7.44,0.718,0.23,1.74,0.08,12.8,62.0,0.9991,3.38,0.59,9.03,5
9.68,0.596,0.43,1.73,0.066,18.2,32.0,0.9955,3.55,0.35,10.23,6
10.04,0.775,0.63,1.7,0.046,1.0,33.8,0.9969,3.36,0.45,9.78,5
8.19,0.627,0.61,2.74,0.049,11.8,46.7,0.9986,3.51,0.63,10.17,6
8.1,0.447,0.12,0.9,0.044,1.0,26.0,0.9991,3.55,0.33,11.18,7
11.01,0.324,0.51,0.92,0.104,37.3,72.7,0.9971,3.22,0.33,9.68,6
8.27,0.428,0.28,0.9,0.076,18.1,21.2,0.9974,3.35,0.6,10.16,5
8.43,0.523,0.47,5.94,0.107,17.2,34.1,0.9948,3.25,0.64,10.98,6
9.12,0.562,0.42,1.51,0.11,18.3,77.0,0.9986,3.09,0.61,10.11,6
8.13,0.146,0.03,3.47,0.037,22.2,82.3,0.9991,3.36,0.33,13.19,7
6.91,0.49,0.37,0.9,0.036,26.2,73.0,0.9931,3.15,0.92,10.67,5
8.94,0.535,0.46,0.9,0.076,1.0,53.0,1.0,3.38,0.42,9.07,5
8.23,0.629,0.27,1.68,0.051,29.7,30.7,0.9954,3.08,0.52,9.5,5
11.43,0.823,0.22,1.67,0.046,29.0,40.0,0.9978,3.34,0.45,9.39,5
9.64,0.563,0.0,1.13,0.167,15.2,39.0,0.9968,3.07,0.88,9.52,5
7.29,0.366,0.4,2.07,0.015,14.7,93.0,0.9966,3.41,0.73,10.97,7
9.54,0.203,0.31,0.9,0.182,1.0,24.7,0.9963,3.25,0.58,9.22,5
8.82,0.654,0.09,6.01,0.101,2.8,47.7,0.9948,3.24,0.57,10.05,6
10.53,0.374,0.21,0.9,0.133,21.3,58.9,0.9977,3.48,0.69,11.62,5
7.41,0.686,0.3,2.65,0.128,28.5,65.6,0.9962,3.26,0.45,9.84,5
8.62,0.782,0.16,6.51,0.116,23.6,53.1,0.9942,3.33,0.72,11.12,6
8.13,0.252,0.27,0.9,0.165,15.1,21.1,0.9947,3.28,0.57,8.6,5
8.4,0.63,0.0,2.65,0.036,36.1,37.1,0.9942,3.39,0.75,10.0,6
6.8,0.763,0.53,0.9,0.08,26.5,82.1,0.9957,3.47,0.74,9.45,5
9.28,0.713,0.27,4.42,0.047,11.8,29.4,0.9976,3.44,0.56,10.72,6
9.01,0.153,0.06,0.9,0.012,38.8,39.8,0.9953,3.24,0.33,9.29,5
10.48,0.376,0.0,2.01,0.056,4.4,43.1,0.9986,3.49,0.62,12.61,7
8.28,0.3,0.47,3.7,0.175,1.0,39.4,0.9965,3.17,0.41,8.65,4
7.6,0.624,0.38,1.23,0.079,11.5,56.8,0.9962,3.2,0.67,11.62,6
9.64,0.604,0.31,3.17,0.18,7.9,60.2,0.9967,3.29,0.62,11.34,6
6.95,0.12,0.43,8.72,0.185,12.1,23.7,0.9994,3.47,0.56,10.73,6
10.14,0.476,0.43,0.9,0.228,24.3,36.8,0.9941,3.13,0.44,10.46,4
10.14,0.674,0.31,3.87,0.177,15.5,39.2,0.9998,3.44,0.86,12.38,6
10.44,0.557,0.22,8.93,0.198,15.8,62.2,0.9985,3.3,0.58,13.04,6
8.94,0.556,0.19,1.6,0.102,16.5,17.5,0.9967,3.24,1.06,10.18,6
7.47,0.464,0.35,0.9,0.098,1.0,33.6,0.9989,3.47,0.67,10.57,6
8.49,0.339,0.54,1.29,0.101,1.0,49.6,0.9961,3.19,0.72,9.81,4
8.95,0.527,0.25,0.9,0.087,11.9,59.7,0.9972,3.65,0.67,9.15,6
7.35,0.539,0.55,4.15,0.094,7.0,51.2,0.9957,3.28,0.72,10.9,6
10.57,0.641,0.34,3.02,0.122,13.5,64.7,0.9985,3.33,0.85,10.67,6
9.29,0.655,0.34,1.08,0.065,30.6,31.6,0.9954,3.54,0.85,8.68,5
6.78,0.545,0.73,0.9,0.022,15.1,77.4,0.9966,,0.36,10.89,6
11.5,0.727,0.58,7.07,0.104,2.0,38.6,0.998,3.49,0.81,10.7,6
8.47,0.463,0.59,0.95,0.054,7.6,64.3,0.9987,3.02,0.74,9.76,6
6.44,0.27,0.12,4.26,0.059,33.9,40.4,0.9951,3.24,0.67,9.69,6
6.89,0.616,0.69,3.26,0.08,32.0,33.0,0.9981,3.37,0.95,10.85,6
10.83,0.553,0.25,5.03,0.07,22.2,87.9,0.9948,3.47,0.96,12.12,6
11.4,0.619,0.23,2.08,0.139,1.0,12.5,0.9926,3.43,0.81,10.83,6
10.02,0.302,0.0,3.22,0.079,19.1,42.9,0.9953,3.41,0.57,11.24,5
10.54,0.852,0.33,1.11,0.142,19.9,60.5,0.9983,3.47,0.46,9.51,5
10.37,0.658,0.06,2.69,0.097,16.2,61.6,0.9967,3.38,0.79,9.96,6
9.25,0.478,0.35,6.7,0.083,9.9,61.5,0.9957,2.99,0.89,11.05,7
8.86,0.362,0.05,1.17,0.094,12.1,46.6,0.9968,3.53,0.33,8.95,6
9.22,0.724,0.61,0.9,0.026,9.2,18.1,0.9967,3.18,0.84,10.62,6
9.55,0.332,0.37,0.9,0.103,3.9,48.0,0.9979,3.36,0.62,10.93,6
7.04,0.937,0.7,5.42,0.127,30.2,74.7,0.9936,3.34,0.35,10.36,5
9.54,0.42,0.08,8.57,0.134,25.2,26.2,0.9965,3.32,0.74,10.74,6
10.78,0.84,0.56,4.65,0.023,12.9,71.3,0.9969,3.14,0.81,10.46,6
7.95,0.497,0.0,1.16,0.016,19.6,20.6,0.9941,3.02,0.6,9.73,5
7.77,0.815,0.31,1.2,0.062,20.0,70.7,0.9941,3.16,0.48,9.14,5
9.11,0.398,0.15,1.26,0.152,40.5,57.8,0.996,3.43,0.95,10.3,6
7.2,0.533,0.18,5.13,0.097,25.1,69.2,0.9967,3.09,0.55,11.8,6
6.06,0.675,0.17,3.67,0.051,24.7,64.9,0.9967,3.18,0.86,11.5,5
10.25,0.649,0.1,2.04,0.019,16.3,45.6,0.9956,3.37,0.4,10.03,6
7.53,0.728,0.03,0.9,0.055,11.3,50.4,0.9956,3.16,0.73,10.01,6
8.33,0.442,0.19,0.9,0.052,30.4,58.7,0.9959,3.23,0.73,9.93,6
7.26,0.545,0.29,4.66,0.131,22.7,67.0,0.9973,3.32,0.81,9.93,6
10.47,0.755,0.49,0.9,0.135,7.2,80.9,0.9991,3.35,0.91,10.71,5
9.75,0.403,0.33,0.96,0.038,20.7,23.8,0.9925,3.15,0.52,11.53,6
7.89,0.633,0.49,1.63,0.122,24.7,25.7,0.9979,3.33,0.75,12.82,6
6.29,0.491,0.0,1.51,0.118,1.0,22.7,0.9965,3.37,,9.51,5
7.71,0.567,0.19,4.71,0.032,6.2,26.5,0.9977,3.12,0.43,11.1,5
9.27,0.545,0.41,0.9,0.083,19.7,42.2,0.999,3.34,0.56,10.98,5
8.62,0.388,0.34,5.08,0.103,1.0,12.5,0.9953,3.2,0.73,10.05,5
8.49,0.483,0.11,0.98,0.095,1.0,48.4,0.9985,3.33,0.95,9.3,6
8.66,0.556,0.45,2.9,0.012,13.1,15.4,0.9943,3.42,0.98,10.69,6
9.59,0.512,0.17,4.23,0.093,21.1,60.1,0.9969,3.28,0.6,12.67,7
8.23,0.813,0.12,0.9,0.117,21.5,64.3,0.9962,3.45,0.71,10.69,5
9.07,0.712,0.36,0.9,0.161,32.5,68.8,0.9968,3.43,0.82,9.56,5
6.62,0.582,0.27,6.34,0.056,16.8,56.5,0.9948,3.45,0.79,10.23,6
12.64,0.393,0.17,2.18,0.061,12.0,61.0,0.9975,3.37,0.63,9.18,5
7.82,0.382,0.16,1.81,0.077,2.2,33.2,0.9997,3.48,0.67,10.42,5
8.65,0.885,0.07,0.9,0.101,11.9,34.9,0.9949,3.37,0.64,11.13,5
9.26,0.348,0.19,0.9,0.092,23.3,63.1,0.9971,3.06,0.62,9.66,5
7.6,0.55,0.48,1.3,0.115,23.8,65.8,0.9983,3.19,0.6,8.4,5
8.31,0.595,0.32,4.55,0.034,18.7,66.5,0.9961,3.28,0.64,10.7,6
8.29,0.474,0.45,3.38,0.106,21.6,22.6,0.9993,3.3,0.59,9.86,5
6.75,0.35,0.37,0.9,0.052,29.3,55.6,0.9959,3.36,0.47,9.6,5
9.05,0.389,0.15,2.49,0.08,16.7,25.4,0.9965,3.19,0.81,9.59,6
5.5,0.432,0.0,0.9,0.167,30.3,71.5,0.9948,3.61,0.75,10.83,6
11.28,0.402,0.09,4.66,0.021,8.3,52.8,0.9969,3.29,0.98,9.96,5
